dataset,n_sample,noise_level,clf_type,acc_train,std_train,acc_valid,std_valid,acc_diff,C,gamma
circles,100,0.5,log_reg,0.527,0.036,0.39,0.181,0.137,0.01,0.0
circles,100,0.5,log_reg,0.531,0.014,0.4,0.11,0.131,0.1,0.0
circles,100,0.5,log_reg,0.529,0.021,0.47,0.168,0.059,1.0,0.0
circles,100,0.5,log_reg,0.533,0.022,0.37,0.142,0.163,10.0,0.0
circles,100,0.5,log_reg,0.536,0.038,0.44,0.15,0.096,100.0,0.0
circles,100,0.5,log_reg,0.527,0.017,0.46,0.143,0.067,1000.0,0.0
circles,100,0.5,svm,0.536,0.023,0.43,0.2,0.106,0.1,0.0001
circles,100,0.5,svm,0.533,0.026,0.36,0.15,0.173,0.1,0.001
circles,100,0.5,svm,0.522,0.009,0.5,0.077,0.022,0.1,0.01
circles,100,0.5,svm,0.523,0.012,0.49,0.104,0.033,0.1,0.1
circles,100,0.5,svm,0.524,0.013,0.4,0.141,0.124,0.1,1.0
circles,100,0.5,svm,0.522,0.009,0.46,0.111,0.062,0.1,2.0
circles,100,0.5,svm,0.52,0.012,0.52,0.108,0.0,0.1,5.0
circles,100,0.5,svm,0.561,0.11,0.42,0.154,0.141,0.1,10.0
circles,100,0.5,svm,0.566,0.13,0.49,0.104,0.076,0.1,25.0
circles,100,0.5,svm,0.568,0.13,0.44,0.102,0.128,0.1,50.0
circles,100,0.5,svm,0.573,0.139,0.45,0.191,0.123,0.1,100.0
circles,100,0.5,svm,0.622,0.189,0.45,0.18,0.172,0.1,250.0
circles,100,0.5,svm,0.524,0.015,0.4,0.155,0.124,0.1,500.0
circles,100,0.5,svm,0.62,0.19,0.48,0.117,0.14,0.1,1000.0
circles,100,0.5,svm,0.524,0.011,0.44,0.15,0.084,1.0,0.0001
circles,100,0.5,svm,0.529,0.016,0.43,0.11,0.099,1.0,0.001
circles,100,0.5,svm,0.532,0.018,0.41,0.13,0.122,1.0,0.01
circles,100,0.5,svm,0.537,0.015,0.37,0.127,0.167,1.0,0.1
circles,100,0.5,svm,0.616,0.028,0.39,0.13,0.226,1.0,1.0
circles,100,0.5,svm,0.66,0.025,0.4,0.126,0.26,1.0,2.0
circles,100,0.5,svm,0.827,0.027,0.51,0.083,0.317,1.0,5.0
circles,100,0.5,svm,0.883,0.013,0.58,0.098,0.303,1.0,10.0
circles,100,0.5,svm,0.949,0.012,0.59,0.114,0.359,1.0,25.0
circles,100,0.5,svm,0.98,0.008,0.56,0.128,0.42,1.0,50.0
circles,100,0.5,svm,0.992,0.005,0.57,0.119,0.422,1.0,100.0
circles,100,0.5,svm,1.0,0.0,0.55,0.15,0.45,1.0,250.0
circles,100,0.5,svm,1.0,0.0,0.49,0.164,0.51,1.0,500.0
circles,100,0.5,svm,1.0,0.0,0.47,0.195,0.53,1.0,1000.0
circles,100,0.5,svm,0.529,0.015,0.42,0.108,0.109,10.0,0.0001
circles,100,0.5,svm,0.532,0.01,0.48,0.108,0.052,10.0,0.001
circles,100,0.5,svm,0.526,0.022,0.47,0.1,0.056,10.0,0.01
circles,100,0.5,svm,0.544,0.02,0.34,0.102,0.204,10.0,0.1
circles,100,0.5,svm,0.673,0.032,0.3,0.089,0.373,10.0,1.0
circles,100,0.5,svm,0.803,0.034,0.49,0.17,0.313,10.0,2.0
circles,100,0.5,svm,0.891,0.014,0.56,0.092,0.331,10.0,5.0
circles,100,0.5,svm,0.953,0.007,0.54,0.136,0.413,10.0,10.0
circles,100,0.5,svm,0.983,0.007,0.54,0.136,0.443,10.0,25.0
circles,100,0.5,svm,0.991,0.004,0.55,0.128,0.441,10.0,50.0
circles,100,0.5,svm,1.0,0.0,0.62,0.183,0.38,10.0,100.0
circles,100,0.5,svm,1.0,0.0,0.46,0.136,0.54,10.0,250.0
circles,100,0.5,svm,1.0,0.0,0.57,0.119,0.43,10.0,500.0
circles,100,0.5,svm,1.0,0.0,0.48,0.14,0.52,10.0,1000.0
circles,1000,0.5,log_reg,0.518,0.014,0.471,0.047,0.047,0.001,0.0
circles,1000,0.5,log_reg,0.538,0.011,0.521,0.069,0.017,0.01,0.0
circles,1000,0.5,log_reg,0.535,0.012,0.528,0.04,0.007,0.1,0.0
circles,1000,0.5,log_reg,0.536,0.011,0.514,0.049,0.022,1.0,0.0
circles,1000,0.5,log_reg,0.536,0.011,0.52,0.048,0.016,10.0,0.0
circles,1000,0.5,log_reg,0.534,0.01,0.522,0.041,0.012,100.0,0.0
circles,1000,0.5,log_reg,0.535,0.008,0.527,0.052,0.008,1000.0,0.0
circles,1000,0.5,svm,0.506,0.005,0.492,0.047,0.014,0.1,0.0001
circles,1000,0.5,svm,0.509,0.007,0.503,0.027,0.006,0.1,0.001
circles,1000,0.5,svm,0.508,0.004,0.478,0.055,0.03,0.1,0.01
circles,1000,0.5,svm,0.536,0.011,0.507,0.045,0.029,0.1,0.1
circles,1000,0.5,svm,0.574,0.006,0.552,0.029,0.022,0.1,1.0
circles,1000,0.5,svm,0.58,0.008,0.547,0.05,0.033,0.1,2.0
circles,1000,0.5,svm,0.591,0.005,0.527,0.032,0.064,0.1,5.0
circles,1000,0.5,svm,0.595,0.024,0.503,0.029,0.092,0.1,10.0
circles,1000,0.5,svm,0.536,0.042,0.499,0.026,0.037,0.1,25.0
circles,1000,0.5,svm,0.509,0.002,0.486,0.038,0.023,0.1,50.0
circles,1000,0.5,svm,0.506,0.003,0.506,0.023,0.0,0.1,100.0
circles,1000,0.5,svm,0.547,0.116,0.469,0.045,0.078,0.1,250.0
circles,1000,0.5,svm,0.506,0.003,0.506,0.029,0.0,0.1,500.0
circles,1000,0.5,svm,0.55,0.129,0.497,0.033,0.053,0.1,1000.0
circles,1000,0.5,svm,0.508,0.006,0.504,0.036,0.004,1.0,0.0001
circles,1000,0.5,svm,0.509,0.007,0.485,0.041,0.024,1.0,0.001
circles,1000,0.5,svm,0.529,0.016,0.491,0.051,0.038,1.0,0.01
circles,1000,0.5,svm,0.566,0.006,0.554,0.033,0.012,1.0,0.1
circles,1000,0.5,svm,0.582,0.006,0.543,0.029,0.039,1.0,1.0
circles,1000,0.5,svm,0.592,0.004,0.538,0.037,0.054,1.0,2.0
circles,1000,0.5,svm,0.615,0.004,0.517,0.049,0.098,1.0,5.0
circles,1000,0.5,svm,0.655,0.008,0.503,0.064,0.152,1.0,10.0
circles,1000,0.5,svm,0.711,0.009,0.51,0.048,0.201,1.0,25.0
circles,1000,0.5,svm,0.773,0.006,0.513,0.064,0.26,1.0,50.0
circles,1000,0.5,svm,0.838,0.007,0.528,0.051,0.31,1.0,100.0
circles,1000,0.5,svm,0.921,0.002,0.511,0.047,0.41,1.0,250.0
circles,1000,0.5,svm,0.96,0.005,0.508,0.038,0.452,1.0,500.0
circles,1000,0.5,svm,0.983,0.001,0.48,0.035,0.503,1.0,1000.0
circles,1000,0.5,svm,0.506,0.004,0.492,0.036,0.014,10.0,0.0001
circles,1000,0.5,svm,0.531,0.012,0.509,0.037,0.022,10.0,0.001
circles,1000,0.5,svm,0.551,0.006,0.543,0.053,0.008,10.0,0.01
circles,1000,0.5,svm,0.575,0.005,0.545,0.042,0.03,10.0,0.1
circles,1000,0.5,svm,0.588,0.01,0.535,0.053,0.053,10.0,1.0
circles,1000,0.5,svm,0.609,0.006,0.51,0.04,0.099,10.0,2.0
circles,1000,0.5,svm,0.658,0.01,0.516,0.072,0.142,10.0,5.0
circles,1000,0.5,svm,0.698,0.007,0.513,0.036,0.185,10.0,10.0
circles,1000,0.5,svm,0.785,0.006,0.496,0.031,0.289,10.0,25.0
circles,1000,0.5,svm,0.857,0.006,0.516,0.022,0.341,10.0,50.0
circles,1000,0.5,svm,0.926,0.005,0.512,0.043,0.414,10.0,100.0
circles,1000,0.5,svm,0.975,0.002,0.506,0.045,0.469,10.0,250.0
circles,1000,0.5,svm,0.993,0.001,0.504,0.046,0.489,10.0,500.0
circles,1000,0.5,svm,0.997,0.001,0.476,0.063,0.521,10.0,1000.0
circles,10000,0.5,log_reg,0.51,0.012,0.481,0.021,0.029,0.001,0.0
circles,10000,0.5,log_reg,0.5,0.014,0.489,0.016,0.011,0.01,0.0
circles,10000,0.5,log_reg,0.504,0.014,0.494,0.019,0.01,0.1,0.0
circles,10000,0.5,log_reg,0.5,0.016,0.486,0.018,0.014,1.0,0.0
circles,10000,0.5,log_reg,0.506,0.017,0.487,0.022,0.019,10.0,0.0
circles,10000,0.5,log_reg,0.505,0.013,0.483,0.013,0.022,100.0,0.0
circles,10000,0.5,log_reg,0.503,0.015,0.494,0.02,0.009,1000.0,0.0
circles,10000,0.5,svm,0.501,0.001,0.49,0.009,0.011,0.1,0.0001
circles,10000,0.5,svm,0.501,0.001,0.488,0.011,0.013,0.1,0.001
circles,10000,0.5,svm,0.501,0.001,0.488,0.008,0.013,0.1,0.01
circles,10000,0.5,svm,0.565,0.002,0.563,0.017,0.002,0.1,0.1
circles,10000,0.5,svm,0.578,0.001,0.577,0.006,0.001,0.1,1.0
circles,10000,0.5,svm,0.581,0.001,0.576,0.006,0.005,0.1,2.0
circles,10000,0.5,svm,0.582,0.002,0.576,0.013,0.006,0.1,5.0
circles,10000,0.5,svm,0.584,0.002,0.576,0.016,0.008,0.1,10.0
circles,10000,0.5,svm,0.587,0.002,0.576,0.012,0.011,0.1,25.0
circles,10000,0.5,svm,0.593,0.002,0.572,0.013,0.021,0.1,50.0
circles,10000,0.5,svm,0.604,0.003,0.568,0.018,0.036,0.1,100.0
circles,10000,0.5,svm,0.615,0.036,0.515,0.016,0.1,0.1,250.0
circles,10000,0.5,svm,0.553,0.075,0.489,0.026,0.064,0.1,500.0
circles,10000,0.5,svm,0.502,0.001,0.486,0.01,0.016,0.1,1000.0
circles,10000,0.5,svm,0.501,0.001,0.489,0.006,0.012,1.0,0.0001
circles,10000,0.5,svm,0.501,0.001,0.49,0.009,0.011,1.0,0.001
circles,10000,0.5,svm,0.533,0.017,0.524,0.026,0.009,1.0,0.01
circles,10000,0.5,svm,0.57,0.002,0.567,0.012,0.003,1.0,0.1
circles,10000,0.5,svm,0.581,0.002,0.576,0.011,0.005,1.0,1.0
circles,10000,0.5,svm,0.583,0.002,0.578,0.018,0.005,1.0,2.0
circles,10000,0.5,svm,0.585,0.002,0.576,0.01,0.009,1.0,5.0
circles,10000,0.5,svm,0.589,0.001,0.574,0.009,0.015,1.0,10.0
circles,10000,0.5,svm,0.602,0.002,0.566,0.016,0.036,1.0,25.0
circles,10000,0.5,svm,0.624,0.002,0.553,0.01,0.071,1.0,50.0
circles,10000,0.5,svm,0.652,0.003,0.544,0.011,0.108,1.0,100.0
circles,10000,0.5,svm,0.711,0.003,0.544,0.016,0.167,1.0,250.0
circles,10000,0.5,svm,0.768,0.001,0.53,0.014,0.238,1.0,500.0
circles,10000,0.5,svm,0.83,0.002,0.52,0.02,0.31,1.0,1000.0
circles,10000,0.5,svm,0.502,0.002,0.49,0.014,0.012,10.0,0.0001
circles,10000,0.5,svm,0.505,0.006,0.484,0.011,0.021,10.0,0.001
circles,10000,0.5,svm,0.559,0.002,0.559,0.019,0.0,10.0,0.01
circles,10000,0.5,svm,0.577,0.002,0.576,0.022,0.001,10.0,0.1
circles,10000,0.5,svm,0.582,0.002,0.577,0.013,0.005,10.0,1.0
circles,10000,0.5,svm,0.583,0.002,0.578,0.015,0.005,10.0,2.0
circles,10000,0.5,svm,0.588,0.001,0.569,0.016,0.019,10.0,5.0
circles,10000,0.5,svm,0.598,0.001,0.566,0.012,0.032,10.0,10.0
circles,10000,0.5,svm,0.623,0.002,0.552,0.01,0.071,10.0,25.0
circles,10000,0.5,svm,0.654,0.002,0.532,0.009,0.122,10.0,50.0
circles,10000,0.5,svm,0.699,0.003,0.53,0.019,0.169,10.0,100.0
circles,10000,0.5,svm,0.784,0.002,0.518,0.016,0.266,10.0,250.0
circles,10000,0.5,svm,0.857,0.002,0.514,0.016,0.343,10.0,500.0
circles,10000,0.5,svm,0.926,0.001,0.506,0.012,0.42,10.0,1000.0
moons,10,0.0,log_reg,0.6,0.054,0.6,0.49,0.0,0.001,0.0
moons,10,0.0,log_reg,0.6,0.054,0.6,0.49,0.0,0.01,0.0
moons,10,0.0,log_reg,0.711,0.124,0.6,0.49,0.111,0.1,0.0
moons,10,0.0,log_reg,1.0,0.0,1.0,0.0,0.0,1.0,0.0
moons,10,0.0,log_reg,1.0,0.0,1.0,0.0,0.0,10.0,0.0
moons,10,0.0,log_reg,1.0,0.0,1.0,0.0,0.0,100.0,0.0
moons,10,0.0,log_reg,1.0,0.0,1.0,0.0,0.0,1000.0,0.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.0001
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.001
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.01
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.1
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,1.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,2.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,5.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,10.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,25.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,50.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,100.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,250.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,500.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,0.1,1000.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.0001
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.001
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.01
moons,10,0.0,svm,0.844,0.151,0.5,0.5,0.344,1.0,0.1
moons,10,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,1.0
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,1.0,2.0
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,1.0,5.0
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,1.0,10.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,1.0,25.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,1.0,50.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,1.0,100.0
moons,10,0.0,svm,1.0,0.0,0.6,0.49,0.4,1.0,250.0
moons,10,0.0,svm,1.0,0.0,0.6,0.49,0.4,1.0,500.0
moons,10,0.0,svm,1.0,0.0,0.6,0.49,0.4,1.0,1000.0
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.0001
moons,10,0.0,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.001
moons,10,0.0,svm,0.8,0.13,0.4,0.49,0.4,10.0,0.01
moons,10,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,0.1
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,10.0,1.0
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,10.0,2.0
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,10.0,5.0
moons,10,0.0,svm,1.0,0.0,0.9,0.3,0.1,10.0,10.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,10.0,25.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,10.0,50.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,10.0,100.0
moons,10,0.0,svm,1.0,0.0,0.8,0.4,0.2,10.0,250.0
moons,10,0.0,svm,1.0,0.0,0.6,0.49,0.4,10.0,500.0
moons,10,0.0,svm,1.0,0.0,0.6,0.49,0.4,10.0,1000.0
moons,50,0.0,log_reg,0.527,0.02,0.42,0.227,0.107,0.001,0.0
moons,50,0.0,log_reg,0.713,0.12,0.56,0.344,0.153,0.01,0.0
moons,50,0.0,log_reg,0.753,0.035,0.66,0.269,0.093,0.1,0.0
moons,50,0.0,log_reg,0.831,0.018,0.82,0.108,0.011,1.0,0.0
moons,50,0.0,log_reg,0.862,0.019,0.82,0.244,0.042,10.0,0.0
moons,50,0.0,log_reg,0.862,0.019,0.86,0.156,0.002,100.0,0.0
moons,50,0.0,log_reg,0.858,0.018,0.82,0.189,0.038,1000.0,0.0
moons,50,0.0,svm,0.524,0.018,0.4,0.179,0.124,0.1,0.0001
moons,50,0.0,svm,0.527,0.024,0.34,0.22,0.187,0.1,0.001
moons,50,0.0,svm,0.527,0.022,0.34,0.201,0.187,0.1,0.01
moons,50,0.0,svm,0.527,0.02,0.42,0.227,0.107,0.1,0.1
moons,50,0.0,svm,0.869,0.04,0.82,0.189,0.049,0.1,1.0
moons,50,0.0,svm,0.944,0.029,0.92,0.098,0.024,0.1,2.0
moons,50,0.0,svm,0.887,0.088,0.84,0.196,0.047,0.1,5.0
moons,50,0.0,svm,0.767,0.02,0.76,0.196,0.007,0.1,10.0
moons,50,0.0,svm,0.54,0.026,0.3,0.184,0.24,0.1,25.0
moons,50,0.0,svm,0.522,0.02,0.46,0.201,0.062,0.1,50.0
moons,50,0.0,svm,0.529,0.013,0.36,0.174,0.169,0.1,100.0
moons,50,0.0,svm,0.529,0.022,0.36,0.233,0.169,0.1,250.0
moons,50,0.0,svm,0.524,0.018,0.4,0.179,0.124,0.1,500.0
moons,50,0.0,svm,0.529,0.017,0.36,0.196,0.169,0.1,1000.0
moons,50,0.0,svm,0.524,0.015,0.4,0.155,0.124,1.0,0.0001
moons,50,0.0,svm,0.527,0.017,0.34,0.156,0.187,1.0,0.001
moons,50,0.0,svm,0.587,0.093,0.36,0.233,0.227,1.0,0.01
moons,50,0.0,svm,0.811,0.027,0.78,0.189,0.031,1.0,0.1
moons,50,0.0,svm,0.998,0.007,0.98,0.06,0.018,1.0,1.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,50,0.0,svm,1.0,0.0,0.98,0.06,0.02,1.0,50.0
moons,50,0.0,svm,1.0,0.0,0.94,0.092,0.06,1.0,100.0
moons,50,0.0,svm,1.0,0.0,0.9,0.134,0.1,1.0,250.0
moons,50,0.0,svm,1.0,0.0,0.92,0.133,0.08,1.0,500.0
moons,50,0.0,svm,1.0,0.0,0.76,0.15,0.24,1.0,1000.0
moons,50,0.0,svm,0.524,0.018,0.4,0.179,0.124,10.0,0.0001
moons,50,0.0,svm,0.618,0.105,0.48,0.183,0.138,10.0,0.001
moons,50,0.0,svm,0.793,0.02,0.8,0.155,-0.007,10.0,0.01
moons,50,0.0,svm,0.904,0.024,0.82,0.209,0.084,10.0,0.1
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,50,0.0,svm,1.0,0.0,0.98,0.06,0.02,10.0,5.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,50,0.0,svm,1.0,0.0,0.98,0.06,0.02,10.0,25.0
moons,50,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,50.0
moons,50,0.0,svm,1.0,0.0,0.96,0.12,0.04,10.0,100.0
moons,50,0.0,svm,1.0,0.0,0.96,0.08,0.04,10.0,250.0
moons,50,0.0,svm,1.0,0.0,0.92,0.133,0.08,10.0,500.0
moons,50,0.0,svm,1.0,0.0,0.86,0.128,0.14,10.0,1000.0
moons,100,0.0,log_reg,0.55,0.022,0.55,0.196,0.0,0.001,0.0
moons,100,0.0,log_reg,0.778,0.049,0.77,0.155,0.008,0.01,0.0
moons,100,0.0,log_reg,0.83,0.011,0.81,0.104,0.02,0.1,0.0
moons,100,0.0,log_reg,0.871,0.012,0.88,0.087,-0.009,1.0,0.0
moons,100,0.0,log_reg,0.903,0.012,0.89,0.083,0.013,10.0,0.0
moons,100,0.0,log_reg,0.909,0.011,0.88,0.108,0.029,100.0,0.0
moons,100,0.0,log_reg,0.904,0.01,0.87,0.11,0.034,1000.0,0.0
moons,100,0.0,svm,0.55,0.019,0.55,0.169,0.0,0.1,0.0001
moons,100,0.0,svm,0.55,0.018,0.55,0.163,0.0,0.1,0.001
moons,100,0.0,svm,0.55,0.012,0.55,0.112,0.0,0.1,0.01
moons,100,0.0,svm,0.814,0.027,0.79,0.122,0.024,0.1,0.1
moons,100,0.0,svm,0.938,0.007,0.92,0.087,0.018,0.1,1.0
moons,100,0.0,svm,0.964,0.011,0.96,0.066,0.004,0.1,2.0
moons,100,0.0,svm,0.991,0.007,0.98,0.04,0.011,0.1,5.0
moons,100,0.0,svm,0.988,0.008,0.98,0.04,0.008,0.1,10.0
moons,100,0.0,svm,0.734,0.087,0.58,0.154,0.154,0.1,25.0
moons,100,0.0,svm,0.55,0.011,0.55,0.102,0.0,0.1,50.0
moons,100,0.0,svm,0.55,0.027,0.55,0.246,0.0,0.1,100.0
moons,100,0.0,svm,0.55,0.014,0.55,0.128,0.0,0.1,250.0
moons,100,0.0,svm,0.55,0.017,0.55,0.15,0.0,0.1,500.0
moons,100,0.0,svm,0.55,0.012,0.55,0.112,0.0,0.1,1000.0
moons,100,0.0,svm,0.55,0.015,0.55,0.136,0.0,1.0,0.0001
moons,100,0.0,svm,0.55,0.011,0.55,0.102,0.0,1.0,0.001
moons,100,0.0,svm,0.799,0.02,0.8,0.077,-0.001,1.0,0.01
moons,100,0.0,svm,0.863,0.014,0.86,0.092,0.003,1.0,0.1
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,1.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,50.0
moons,100,0.0,svm,1.0,0.0,0.99,0.03,0.01,1.0,100.0
moons,100,0.0,svm,1.0,0.0,0.98,0.04,0.02,1.0,250.0
moons,100,0.0,svm,1.0,0.0,0.95,0.05,0.05,1.0,500.0
moons,100,0.0,svm,1.0,0.0,0.84,0.15,0.16,1.0,1000.0
moons,100,0.0,svm,0.55,0.019,0.55,0.169,0.0,10.0,0.0001
moons,100,0.0,svm,0.801,0.015,0.78,0.14,0.021,10.0,0.001
moons,100,0.0,svm,0.853,0.015,0.86,0.12,-0.007,10.0,0.01
moons,100,0.0,svm,0.911,0.009,0.89,0.083,0.021,10.0,0.1
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,5.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,25.0
moons,100,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,50.0
moons,100,0.0,svm,1.0,0.0,0.99,0.03,0.01,10.0,100.0
moons,100,0.0,svm,1.0,0.0,0.94,0.08,0.06,10.0,250.0
moons,100,0.0,svm,1.0,0.0,0.94,0.08,0.06,10.0,500.0
moons,100,0.0,svm,1.0,0.0,0.86,0.162,0.14,10.0,1000.0
moons,1000,0.0,log_reg,0.782,0.008,0.779,0.041,0.003,0.001,0.0
moons,1000,0.0,log_reg,0.813,0.005,0.814,0.037,-0.001,0.01,0.0
moons,1000,0.0,log_reg,0.862,0.003,0.862,0.038,0.0,0.1,0.0
moons,1000,0.0,log_reg,0.877,0.002,0.876,0.021,0.001,1.0,0.0
moons,1000,0.0,log_reg,0.881,0.004,0.88,0.034,0.001,10.0,0.0
moons,1000,0.0,log_reg,0.881,0.004,0.88,0.033,0.001,100.0,0.0
moons,1000,0.0,log_reg,0.881,0.003,0.881,0.03,0.0,1000.0,0.0
moons,1000,0.0,svm,0.532,0.082,0.515,0.083,0.017,0.1,0.0001
moons,1000,0.0,svm,0.505,0.003,0.47,0.028,0.035,0.1,0.001
moons,1000,0.0,svm,0.784,0.004,0.785,0.034,-0.001,0.1,0.01
moons,1000,0.0,svm,0.847,0.004,0.844,0.033,0.003,0.1,0.1
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,1.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,2.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,5.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,10.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,25.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,50.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,100.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,250.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,500.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,0.1,1000.0
moons,1000,0.0,svm,0.56,0.106,0.535,0.134,0.025,1.0,0.0001
moons,1000,0.0,svm,0.785,0.003,0.785,0.021,0.0,1.0,0.001
moons,1000,0.0,svm,0.851,0.003,0.849,0.031,0.002,1.0,0.01
moons,1000,0.0,svm,0.89,0.005,0.885,0.036,0.005,1.0,0.1
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,1.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,2.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,5.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,10.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,25.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,50.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,100.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,250.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,500.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,1.0,1000.0
moons,1000,0.0,svm,0.785,0.004,0.785,0.036,0.0,10.0,0.0001
moons,1000,0.0,svm,0.852,0.004,0.851,0.028,0.001,10.0,0.001
moons,1000,0.0,svm,0.869,0.003,0.872,0.029,-0.003,10.0,0.01
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,0.1
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,1.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,2.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,5.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,10.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,25.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,50.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,100.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,250.0
moons,1000,0.0,svm,1.0,0.0,1.0,0.0,0.0,10.0,500.0
