dataset,n_sample,noise_level,clf_type,acc_train,std_train,acc_valid,std_valid,acc_diff,C,gamma
circles,10,0.4,log_reg,0.7,0.051,0.7,0.458,0.0,0.1,0.0
circles,10,0.4,log_reg,0.722,0.056,0.7,0.458,0.022,1.0,0.0
circles,10,0.4,log_reg,0.889,0.05,0.8,0.4,0.089,10.0,0.0
circles,10,0.4,log_reg,0.889,0.05,0.7,0.458,0.189,100.0,0.0
circles,10,0.4,log_reg,0.889,0.05,0.7,0.458,0.189,1000.0,0.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,0.0001
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,0.001
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,0.01
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,0.1
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,1.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,2.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,5.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,10.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,25.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,50.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,100.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,250.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,500.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,0.1,1000.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,1.0,0.0001
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,1.0,0.001
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,1.0,0.01
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,1.0,0.1
circles,10,0.4,svm,0.9,0.06,0.7,0.458,0.2,1.0,1.0
circles,10,0.4,svm,0.911,0.044,0.7,0.458,0.211,1.0,2.0
circles,10,0.4,svm,0.922,0.051,0.6,0.49,0.322,1.0,5.0
circles,10,0.4,svm,0.911,0.044,0.6,0.49,0.311,1.0,10.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,1.0,25.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,1.0,50.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,1.0,100.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,1.0,250.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,1.0,500.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,1.0,1000.0
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,10.0,0.0001
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,10.0,0.001
circles,10,0.4,svm,0.7,0.051,0.7,0.458,0.0,10.0,0.01
circles,10,0.4,svm,0.889,0.05,0.6,0.49,0.289,10.0,0.1
circles,10,0.4,svm,0.911,0.044,0.8,0.4,0.111,10.0,1.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,2.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,5.0
circles,10,0.4,svm,1.0,0.0,0.6,0.49,0.4,10.0,10.0
circles,10,0.4,svm,1.0,0.0,0.6,0.49,0.4,10.0,25.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,50.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,100.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,250.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,500.0
circles,10,0.4,svm,1.0,0.0,0.7,0.458,0.3,10.0,1000.0
circles,50,0.4,log_reg,0.52,0.011,0.32,0.098,0.2,0.001,0.0
circles,50,0.4,log_reg,0.529,0.013,0.28,0.098,0.249,0.01,0.0
circles,50,0.4,log_reg,0.598,0.048,0.4,0.237,0.198,0.1,0.0
circles,50,0.4,log_reg,0.582,0.052,0.42,0.227,0.162,1.0,0.0
circles,50,0.4,log_reg,0.578,0.046,0.5,0.224,0.078,10.0,0.0
circles,50,0.4,log_reg,0.587,0.032,0.42,0.189,0.167,100.0,0.0
circles,50,0.4,log_reg,0.571,0.036,0.5,0.241,0.071,1000.0,0.0
circles,50,0.4,svm,0.522,0.011,0.3,0.1,0.222,0.1,0.0001
circles,50,0.4,svm,0.511,0.0,0.4,0.0,0.111,0.1,0.001
circles,50,0.4,svm,0.516,0.009,0.36,0.08,0.156,0.1,0.01
circles,50,0.4,svm,0.52,0.011,0.32,0.098,0.2,0.1,0.1
circles,50,0.4,svm,0.518,0.01,0.34,0.092,0.178,0.1,1.0
circles,50,0.4,svm,0.513,0.007,0.38,0.06,0.133,0.1,2.0
circles,50,0.4,svm,0.516,0.009,0.36,0.08,0.156,0.1,5.0
circles,50,0.4,svm,0.531,0.018,0.22,0.166,0.311,0.1,10.0
circles,50,0.4,svm,0.52,0.015,0.32,0.133,0.2,0.1,25.0
circles,50,0.4,svm,0.522,0.015,0.3,0.134,0.222,0.1,50.0
circles,50,0.4,svm,0.522,0.015,0.3,0.134,0.222,0.1,100.0
circles,50,0.4,svm,0.518,0.014,0.34,0.128,0.178,0.1,250.0
circles,50,0.4,svm,0.52,0.011,0.32,0.098,0.2,0.1,500.0
circles,50,0.4,svm,0.529,0.013,0.24,0.12,0.289,0.1,1000.0
circles,50,0.4,svm,0.518,0.01,0.34,0.092,0.178,1.0,0.0001
circles,50,0.4,svm,0.513,0.007,0.38,0.06,0.133,1.0,0.001
circles,50,0.4,svm,0.518,0.01,0.34,0.092,0.178,1.0,0.01
circles,50,0.4,svm,0.593,0.054,0.36,0.233,0.233,1.0,0.1
circles,50,0.4,svm,0.711,0.038,0.48,0.183,0.231,1.0,1.0
circles,50,0.4,svm,0.758,0.025,0.52,0.24,0.238,1.0,2.0
circles,50,0.4,svm,0.782,0.024,0.58,0.189,0.202,1.0,5.0
circles,50,0.4,svm,0.851,0.014,0.48,0.183,0.371,1.0,10.0
circles,50,0.4,svm,0.953,0.025,0.38,0.108,0.573,1.0,25.0
circles,50,0.4,svm,0.982,0.009,0.36,0.196,0.622,1.0,50.0
circles,50,0.4,svm,0.998,0.007,0.36,0.174,0.638,1.0,100.0
circles,50,0.4,svm,1.0,0.0,0.34,0.156,0.66,1.0,250.0
circles,50,0.4,svm,1.0,0.0,0.24,0.15,0.76,1.0,500.0
circles,50,0.4,svm,1.0,0.0,0.34,0.092,0.66,1.0,1000.0
circles,50,0.4,svm,0.52,0.011,0.32,0.098,0.2,10.0,0.0001
circles,50,0.4,svm,0.518,0.01,0.34,0.092,0.178,10.0,0.001
circles,50,0.4,svm,0.6,0.042,0.5,0.161,0.1,10.0,0.01
circles,50,0.4,svm,0.649,0.04,0.48,0.24,0.169,10.0,0.1
circles,50,0.4,svm,0.756,0.022,0.48,0.183,0.276,10.0,1.0
circles,50,0.4,svm,0.769,0.035,0.46,0.18,0.309,10.0,2.0
circles,50,0.4,svm,0.902,0.032,0.52,0.204,0.382,10.0,5.0
circles,50,0.4,svm,0.969,0.015,0.36,0.265,0.609,10.0,10.0
circles,50,0.4,svm,0.987,0.011,0.38,0.26,0.607,10.0,25.0
circles,50,0.4,svm,1.0,0.0,0.36,0.215,0.64,10.0,50.0
circles,50,0.4,svm,1.0,0.0,0.34,0.201,0.66,10.0,100.0
circles,50,0.4,svm,1.0,0.0,0.32,0.133,0.68,10.0,250.0
circles,50,0.4,svm,1.0,0.0,0.3,0.161,0.7,10.0,500.0
circles,50,0.4,svm,1.0,0.0,0.28,0.098,0.72,10.0,1000.0
circles,100,0.4,log_reg,0.54,0.017,0.54,0.156,0.0,0.001,0.0
circles,100,0.4,log_reg,0.541,0.017,0.54,0.169,0.001,0.01,0.0
circles,100,0.4,log_reg,0.587,0.028,0.52,0.166,0.067,0.1,0.0
circles,100,0.4,log_reg,0.588,0.026,0.49,0.187,0.098,1.0,0.0
circles,100,0.4,log_reg,0.582,0.033,0.49,0.145,0.092,10.0,0.0
circles,100,0.4,log_reg,0.592,0.021,0.54,0.092,0.052,100.0,0.0
circles,100,0.4,log_reg,0.597,0.024,0.55,0.128,0.047,1000.0,0.0
circles,100,0.4,svm,0.54,0.01,0.54,0.092,0.0,0.1,0.0001
circles,100,0.4,svm,0.54,0.011,0.54,0.102,0.0,0.1,0.001
circles,100,0.4,svm,0.54,0.01,0.54,0.092,0.0,0.1,0.01
circles,100,0.4,svm,0.54,0.017,0.54,0.15,0.0,0.1,0.1
circles,100,0.4,svm,0.54,0.014,0.54,0.128,0.0,0.1,1.0
circles,100,0.4,svm,0.54,0.011,0.54,0.102,0.0,0.1,2.0
circles,100,0.4,svm,0.556,0.038,0.54,0.196,0.016,0.1,5.0
circles,100,0.4,svm,0.54,0.019,0.54,0.174,0.0,0.1,10.0
circles,100,0.4,svm,0.54,0.018,0.54,0.162,0.0,0.1,25.0
circles,100,0.4,svm,0.54,0.018,0.54,0.162,0.0,0.1,50.0
circles,100,0.4,svm,0.586,0.125,0.47,0.19,0.116,0.1,100.0
circles,100,0.4,svm,0.589,0.134,0.47,0.173,0.119,0.1,250.0
circles,100,0.4,svm,0.589,0.134,0.46,0.18,0.129,0.1,500.0
circles,100,0.4,svm,0.54,0.01,0.54,0.092,0.0,0.1,1000.0
circles,100,0.4,svm,0.54,0.013,0.54,0.12,0.0,1.0,0.0001
circles,100,0.4,svm,0.54,0.019,0.54,0.174,0.0,1.0,0.001
circles,100,0.4,svm,0.54,0.013,0.54,0.12,0.0,1.0,0.01
circles,100,0.4,svm,0.566,0.024,0.55,0.128,0.016,1.0,0.1
circles,100,0.4,svm,0.678,0.034,0.52,0.14,0.158,1.0,1.0
circles,100,0.4,svm,0.693,0.025,0.58,0.125,0.113,1.0,2.0
circles,100,0.4,svm,0.73,0.016,0.52,0.125,0.21,1.0,5.0
circles,100,0.4,svm,0.76,0.01,0.54,0.102,0.22,1.0,10.0
circles,100,0.4,svm,0.832,0.015,0.42,0.166,0.412,1.0,25.0
circles,100,0.4,svm,0.91,0.016,0.42,0.166,0.49,1.0,50.0
circles,100,0.4,svm,0.976,0.016,0.47,0.127,0.506,1.0,100.0
circles,100,0.4,svm,0.992,0.005,0.45,0.18,0.542,1.0,250.0
circles,100,0.4,svm,0.991,0.004,0.49,0.07,0.501,1.0,500.0
circles,100,0.4,svm,0.992,0.005,0.51,0.158,0.482,1.0,1000.0
circles,100,0.4,svm,0.54,0.014,0.54,0.128,0.0,10.0,0.0001
circles,100,0.4,svm,0.54,0.014,0.54,0.128,0.0,10.0,0.001
circles,100,0.4,svm,0.549,0.017,0.47,0.179,0.079,10.0,0.01
circles,100,0.4,svm,0.628,0.022,0.57,0.149,0.058,10.0,0.1
circles,100,0.4,svm,0.71,0.006,0.63,0.1,0.08,10.0,1.0
circles,100,0.4,svm,0.728,0.014,0.58,0.147,0.148,10.0,2.0
circles,100,0.4,svm,0.802,0.011,0.45,0.157,0.352,10.0,5.0
circles,100,0.4,svm,0.867,0.018,0.4,0.063,0.467,10.0,10.0
circles,100,0.4,svm,0.947,0.017,0.4,0.179,0.547,10.0,25.0
circles,100,0.4,svm,0.991,0.004,0.43,0.119,0.561,10.0,50.0
circles,100,0.4,svm,0.991,0.004,0.47,0.215,0.521,10.0,100.0
circles,100,0.4,svm,1.0,0.0,0.49,0.158,0.51,10.0,250.0
circles,100,0.4,svm,1.0,0.0,0.49,0.094,0.51,10.0,500.0
circles,100,0.4,svm,1.0,0.0,0.5,0.155,0.5,10.0,1000.0
circles,1000,0.4,log_reg,0.513,0.005,0.482,0.055,0.031,0.001,0.0
circles,1000,0.4,log_reg,0.524,0.015,0.5,0.037,0.024,0.01,0.0
circles,1000,0.4,log_reg,0.533,0.009,0.503,0.045,0.03,0.1,0.0
circles,1000,0.4,log_reg,0.534,0.007,0.517,0.048,0.017,1.0,0.0
circles,1000,0.4,log_reg,0.536,0.008,0.487,0.037,0.049,10.0,0.0
circles,1000,0.4,log_reg,0.531,0.012,0.514,0.038,0.017,100.0,0.0
circles,1000,0.4,log_reg,0.533,0.014,0.499,0.043,0.034,1000.0,0.0
circles,1000,0.4,svm,0.512,0.003,0.512,0.024,0.0,0.1,0.0001
circles,1000,0.4,svm,0.512,0.004,0.512,0.036,0.0,0.1,0.001
circles,1000,0.4,svm,0.512,0.005,0.512,0.046,0.0,0.1,0.01
circles,1000,0.4,svm,0.514,0.005,0.494,0.04,0.02,0.1,0.1
circles,1000,0.4,svm,0.589,0.006,0.569,0.03,0.02,0.1,1.0
circles,1000,0.4,svm,0.593,0.009,0.566,0.057,0.027,0.1,2.0
circles,1000,0.4,svm,0.596,0.006,0.544,0.053,0.052,0.1,5.0
circles,1000,0.4,svm,0.611,0.009,0.53,0.043,0.081,0.1,10.0
circles,1000,0.4,svm,0.555,0.043,0.511,0.037,0.044,0.1,25.0
circles,1000,0.4,svm,0.514,0.004,0.512,0.039,0.002,0.1,50.0
circles,1000,0.4,svm,0.512,0.006,0.512,0.051,0.0,0.1,100.0
circles,1000,0.4,svm,0.512,0.005,0.512,0.041,0.0,0.1,250.0
circles,1000,0.4,svm,0.512,0.005,0.512,0.042,0.0,0.1,500.0
circles,1000,0.4,svm,0.514,0.005,0.474,0.071,0.04,0.1,1000.0
circles,1000,0.4,svm,0.512,0.005,0.512,0.045,0.0,1.0,0.0001
circles,1000,0.4,svm,0.512,0.004,0.512,0.034,0.0,1.0,0.001
circles,1000,0.4,svm,0.513,0.006,0.48,0.066,0.033,1.0,0.01
circles,1000,0.4,svm,0.593,0.015,0.573,0.037,0.02,1.0,0.1
circles,1000,0.4,svm,0.598,0.012,0.557,0.048,0.041,1.0,1.0
circles,1000,0.4,svm,0.599,0.005,0.56,0.036,0.039,1.0,2.0
circles,1000,0.4,svm,0.616,0.007,0.555,0.04,0.061,1.0,5.0
circles,1000,0.4,svm,0.648,0.006,0.516,0.055,0.132,1.0,10.0
circles,1000,0.4,svm,0.711,0.007,0.524,0.045,0.187,1.0,25.0
circles,1000,0.4,svm,0.769,0.007,0.535,0.034,0.234,1.0,50.0
circles,1000,0.4,svm,0.823,0.005,0.565,0.034,0.258,1.0,100.0
circles,1000,0.4,svm,0.915,0.005,0.552,0.049,0.363,1.0,250.0
circles,1000,0.4,svm,0.962,0.004,0.502,0.038,0.46,1.0,500.0
circles,1000,0.4,svm,0.986,0.002,0.533,0.054,0.453,1.0,1000.0
circles,1000,0.4,svm,0.512,0.005,0.512,0.044,0.0,10.0,0.0001
circles,1000,0.4,svm,0.512,0.003,0.512,0.03,0.0,10.0,0.001
circles,1000,0.4,svm,0.527,0.015,0.502,0.035,0.025,10.0,0.01
circles,1000,0.4,svm,0.601,0.006,0.587,0.04,0.014,10.0,0.1
circles,1000,0.4,svm,0.597,0.008,0.549,0.057,0.048,10.0,1.0
circles,1000,0.4,svm,0.611,0.008,0.545,0.042,0.066,10.0,2.0
circles,1000,0.4,svm,0.646,0.011,0.533,0.064,0.113,10.0,5.0
circles,1000,0.4,svm,0.699,0.006,0.513,0.027,0.186,10.0,10.0
circles,1000,0.4,svm,0.777,0.007,0.522,0.035,0.255,10.0,25.0
circles,1000,0.4,svm,0.854,0.007,0.546,0.042,0.308,10.0,50.0
circles,1000,0.4,svm,0.922,0.006,0.543,0.024,0.379,10.0,100.0
circles,1000,0.4,svm,0.978,0.002,0.531,0.054,0.447,10.0,250.0
circles,1000,0.4,svm,0.992,0.002,0.523,0.049,0.469,10.0,500.0
circles,1000,0.4,svm,0.997,0.001,0.531,0.036,0.466,10.0,1000.0
circles,10000,0.4,log_reg,0.5,0.016,0.484,0.017,0.016,0.001,0.0
circles,10000,0.4,log_reg,0.505,0.02,0.484,0.017,0.021,0.01,0.0
circles,10000,0.4,log_reg,0.502,0.016,0.497,0.014,0.005,0.1,0.0
circles,10000,0.4,log_reg,0.5,0.016,0.49,0.012,0.01,1.0,0.0
circles,10000,0.4,log_reg,0.504,0.019,0.485,0.017,0.019,10.0,0.0
circles,10000,0.4,log_reg,0.502,0.016,0.497,0.018,0.005,100.0,0.0
circles,10000,0.4,log_reg,0.503,0.014,0.49,0.014,0.013,1000.0,0.0
circles,10000,0.4,svm,0.501,0.001,0.488,0.007,0.013,0.1,0.0001
circles,10000,0.4,svm,0.501,0.001,0.489,0.009,0.012,0.1,0.001
circles,10000,0.4,svm,0.501,0.0,0.49,0.004,0.011,0.1,0.01
circles,10000,0.4,svm,0.586,0.002,0.585,0.014,0.001,0.1,0.1
circles,10000,0.4,svm,0.592,0.001,0.589,0.012,0.003,0.1,1.0
circles,10000,0.4,svm,0.592,0.002,0.587,0.015,0.005,0.1,2.0
circles,10000,0.4,svm,0.593,0.002,0.586,0.014,0.007,0.1,5.0
circles,10000,0.4,svm,0.595,0.002,0.587,0.013,0.008,0.1,10.0
circles,10000,0.4,svm,0.6,0.001,0.587,0.011,0.013,0.1,25.0
circles,10000,0.4,svm,0.604,0.002,0.582,0.011,0.022,0.1,50.0
circles,10000,0.4,svm,0.613,0.003,0.579,0.016,0.034,0.1,100.0
circles,10000,0.4,svm,0.639,0.023,0.558,0.01,0.081,0.1,250.0
circles,10000,0.4,svm,0.581,0.058,0.504,0.016,0.077,0.1,500.0
circles,10000,0.4,svm,0.503,0.001,0.478,0.01,0.025,0.1,1000.0
circles,10000,0.4,svm,0.501,0.001,0.487,0.011,0.014,1.0,0.0001
circles,10000,0.4,svm,0.501,0.001,0.487,0.013,0.014,1.0,0.001
circles,10000,0.4,svm,0.535,0.019,0.524,0.024,0.011,1.0,0.01
circles,10000,0.4,svm,0.59,0.001,0.589,0.012,0.001,1.0,0.1
circles,10000,0.4,svm,0.592,0.001,0.588,0.011,0.004,1.0,1.0
circles,10000,0.4,svm,0.593,0.002,0.589,0.014,0.004,1.0,2.0
circles,10000,0.4,svm,0.594,0.002,0.585,0.015,0.009,1.0,5.0
circles,10000,0.4,svm,0.599,0.002,0.588,0.016,0.011,1.0,10.0
circles,10000,0.4,svm,0.611,0.002,0.581,0.016,0.03,1.0,25.0
circles,10000,0.4,svm,0.628,0.002,0.574,0.015,0.054,1.0,50.0
circles,10000,0.4,svm,0.652,0.001,0.565,0.012,0.087,1.0,100.0
circles,10000,0.4,svm,0.704,0.003,0.56,0.015,0.144,1.0,250.0
circles,10000,0.4,svm,0.757,0.003,0.547,0.026,0.21,1.0,500.0
circles,10000,0.4,svm,0.819,0.001,0.54,0.014,0.279,1.0,1000.0
circles,10000,0.4,svm,0.501,0.001,0.491,0.005,0.01,10.0,0.0001
circles,10000,0.4,svm,0.512,0.011,0.498,0.018,0.014,10.0,0.001
circles,10000,0.4,svm,0.582,0.003,0.58,0.019,0.002,10.0,0.01
circles,10000,0.4,svm,0.589,0.002,0.587,0.015,0.002,10.0,0.1
circles,10000,0.4,svm,0.593,0.002,0.589,0.012,0.004,10.0,1.0
circles,10000,0.4,svm,0.593,0.002,0.592,0.013,0.001,10.0,2.0
circles,10000,0.4,svm,0.597,0.003,0.586,0.016,0.011,10.0,5.0
circles,10000,0.4,svm,0.606,0.003,0.582,0.014,0.024,10.0,10.0
circles,10000,0.4,svm,0.627,0.001,0.568,0.014,0.059,10.0,25.0
circles,10000,0.4,svm,0.652,0.001,0.56,0.015,0.092,10.0,50.0
circles,10000,0.4,svm,0.693,0.003,0.549,0.018,0.144,10.0,100.0
circles,10000,0.4,svm,0.768,0.002,0.537,0.016,0.231,10.0,250.0
circles,10000,0.4,svm,0.839,0.002,0.527,0.01,0.312,10.0,500.0
circles,10000,0.4,svm,0.911,0.001,0.519,0.01,0.392,10.0,1000.0
circles,10,0.5,log_reg,0.6,0.054,0.6,0.49,0.0,0.001,0.0
circles,10,0.5,log_reg,0.6,0.054,0.6,0.49,0.0,0.01,0.0
circles,10,0.5,log_reg,0.6,0.054,0.6,0.49,0.0,0.1,0.0
circles,10,0.5,log_reg,0.611,0.124,0.3,0.458,0.311,1.0,0.0
circles,10,0.5,log_reg,0.644,0.147,0.2,0.4,0.444,10.0,0.0
circles,10,0.5,log_reg,0.644,0.147,0.2,0.4,0.444,100.0,0.0
circles,10,0.5,log_reg,0.644,0.147,0.2,0.4,0.444,1000.0,0.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.0001
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.001
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.01
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,0.1
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,1.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,2.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,5.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,10.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,25.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,50.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,100.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,250.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,500.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,0.1,1000.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.0001
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.001
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.01
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,1.0,0.1
circles,10,0.5,svm,0.922,0.087,0.4,0.49,0.522,1.0,1.0
circles,10,0.5,svm,1.0,0.0,0.4,0.49,0.6,1.0,2.0
circles,10,0.5,svm,1.0,0.0,0.4,0.49,0.6,1.0,5.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,10.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,25.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,50.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,100.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,250.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,500.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,1.0,1000.0
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.0001
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.001
circles,10,0.5,svm,0.6,0.054,0.6,0.49,0.0,10.0,0.01
circles,10,0.5,svm,0.844,0.074,0.2,0.4,0.644,10.0,0.1
circles,10,0.5,svm,1.0,0.0,0.4,0.49,0.6,10.0,1.0
circles,10,0.5,svm,1.0,0.0,0.4,0.49,0.6,10.0,2.0
circles,10,0.5,svm,1.0,0.0,0.4,0.49,0.6,10.0,5.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,10.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,25.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,50.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,100.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,250.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,500.0
circles,10,0.5,svm,1.0,0.0,0.6,0.49,0.4,10.0,1000.0
circles,50,0.5,log_reg,0.54,0.02,0.54,0.18,0.0,0.001,0.0
circles,50,0.5,log_reg,0.549,0.017,0.54,0.22,0.009,0.01,0.0
circles,50,0.5,log_reg,0.584,0.017,0.44,0.233,0.144,0.1,0.0
circles,50,0.5,log_reg,0.556,0.037,0.48,0.16,0.076,1.0,0.0
circles,50,0.5,log_reg,0.544,0.032,0.46,0.156,0.084,10.0,0.0
circles,50,0.5,log_reg,0.564,0.044,0.52,0.286,0.044,100.0,0.0
circles,50,0.5,log_reg,0.567,0.032,0.46,0.092,0.107,1000.0,0.0
circles,50,0.5,svm,0.54,0.022,0.54,0.201,0.0,0.1,0.0001
circles,50,0.5,svm,0.544,0.025,0.34,0.237,0.204,0.1,0.001
circles,50,0.5,svm,0.54,0.014,0.54,0.128,0.0,0.1,0.01
circles,50,0.5,svm,0.54,0.02,0.54,0.18,0.0,0.1,0.1
circles,50,0.5,svm,0.54,0.022,0.54,0.201,0.0,0.1,1.0
circles,50,0.5,svm,0.542,0.025,0.44,0.25,0.102,0.1,2.0
circles,50,0.5,svm,0.542,0.025,0.44,0.25,0.102,0.1,5.0
circles,50,0.5,svm,0.54,0.024,0.54,0.22,0.0,0.1,10.0
circles,50,0.5,svm,0.54,0.02,0.54,0.18,0.0,0.1,25.0
circles,50,0.5,svm,0.54,0.024,0.54,0.22,0.0,0.1,50.0
circles,50,0.5,svm,0.54,0.022,0.54,0.201,0.0,0.1,100.0
circles,50,0.5,svm,0.542,0.02,0.44,0.215,0.102,0.1,250.0
circles,50,0.5,svm,0.542,0.023,0.44,0.233,0.102,0.1,500.0
circles,50,0.5,svm,0.542,0.023,0.44,0.233,0.102,0.1,1000.0
circles,50,0.5,svm,0.54,0.017,0.54,0.156,0.0,1.0,0.0001
circles,50,0.5,svm,0.54,0.01,0.54,0.092,0.0,1.0,0.001
circles,50,0.5,svm,0.54,0.02,0.54,0.18,0.0,1.0,0.01
circles,50,0.5,svm,0.56,0.017,0.44,0.15,0.12,1.0,0.1
circles,50,0.5,svm,0.691,0.043,0.4,0.179,0.291,1.0,1.0
circles,50,0.5,svm,0.729,0.029,0.42,0.166,0.309,1.0,2.0
circles,50,0.5,svm,0.831,0.028,0.44,0.332,0.391,1.0,5.0
circles,50,0.5,svm,0.896,0.024,0.42,0.166,0.476,1.0,10.0
circles,50,0.5,svm,0.956,0.014,0.34,0.18,0.616,1.0,25.0
circles,50,0.5,svm,0.982,0.019,0.4,0.179,0.582,1.0,50.0
circles,50,0.5,svm,0.996,0.009,0.5,0.184,0.496,1.0,100.0
circles,50,0.5,svm,1.0,0.0,0.52,0.183,0.48,1.0,250.0
circles,50,0.5,svm,1.0,0.0,0.52,0.098,0.48,1.0,500.0
circles,50,0.5,svm,1.0,0.0,0.52,0.204,0.48,1.0,1000.0
circles,50,0.5,svm,0.542,0.023,0.44,0.233,0.102,10.0,0.0001
circles,50,0.5,svm,0.542,0.02,0.44,0.215,0.102,10.0,0.001
circles,50,0.5,svm,0.564,0.03,0.38,0.189,0.184,10.0,0.01
circles,50,0.5,svm,0.611,0.041,0.38,0.166,0.231,10.0,0.1
circles,50,0.5,svm,0.764,0.028,0.46,0.269,0.304,10.0,1.0
circles,50,0.5,svm,0.822,0.033,0.52,0.183,0.302,10.0,2.0
circles,50,0.5,svm,0.942,0.011,0.5,0.205,0.442,10.0,5.0
circles,50,0.5,svm,0.971,0.014,0.52,0.16,0.451,10.0,10.0
circles,50,0.5,svm,1.0,0.0,0.46,0.201,0.54,10.0,25.0
circles,50,0.5,svm,1.0,0.0,0.38,0.14,0.62,10.0,50.0
circles,50,0.5,svm,1.0,0.0,0.52,0.183,0.48,10.0,100.0
circles,50,0.5,svm,1.0,0.0,0.52,0.256,0.48,10.0,250.0
circles,50,0.5,svm,1.0,0.0,0.52,0.204,0.48,10.0,500.0
circles,50,0.5,svm,1.0,0.0,0.54,0.201,0.46,10.0,1000.0
circles,100,0.5,log_reg,0.53,0.014,0.49,0.07,0.04,0.001,0.0
